Name,Website,RawText
City of Toronto Archives,https://www.toronto.ca/city-government/accountability-operations-customer-service/access-city-information-or-records/city-of-toronto-archives/,"City of Toronto Archives
255 SPADINA ROAD
TORONTO, Ontario M5R 2V3
Canada
https://www.toronto.ca/city-government/accountability-operations-customer-service/access-city-information-or-records/city-of-toronto-archives/
(416) 397-0778

Notes/Details
Category : Library and/or Archive

Read More"
City of Toronto Museums & Heritage Services,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/,"City of Toronto Museums & Heritage Services
55 JOHN STREET, 8TH FLOOR
TORONTO, Ontario M5V 3C6
Canada
https://www.toronto.ca/explore-enjoy/history-art-culture/museums/
(416) 392-2489

Notes/Details
Category : Cultural history: Community/Regional

Read More"
City of Vancouver Archives,https://vancouver.ca/your-government/city-of-vancouver-archives.aspx,"City of Vancouver Archives
1150 CHESTNUT STREET
VANCOUVER, British Columbia V6J 3J9
Canada
https://vancouver.ca/your-government/city-of-vancouver-archives.aspx
(604) 736-8561

Notes/Details
Category : Library and/or Archive

Read More"
City of Victoria Archives,https://www.victoria.ca/EN/main/residents/archives.html,"City of Victoria Archives
8 CENNTENNIAL SQUARE
VICTORIA, British Columbia V8W 1P6
Canada
https://www.victoria.ca/EN/main/residents/archives.html
(250) 361-0375

Notes/Details
Category : Library and/or Archive

Read More"
City of Winnipeg Museums Board,http://clkapps.winnipeg.ca/DMIS/ViewPdf.asp?SectionId=354719,"City of Winnipeg Museums Board
WINNIPEG, Manitoba R3B 1B9
Canada
http://clkapps.winnipeg.ca/DMIS/ViewPdf.asp?SectionId=354719


Notes/Details
Category :

Read More"
Civic Mueum of Regina,https://www.civicmuseumofregina.com/,"Civic Mueum of Regina
1231 BROAD STREET
REGINA, Saskatchewan S4R 1Y2
Canada
https://www.civicmuseumofregina.com/
(306) 780-9435

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Clair Historic Site (Clair Historical Society),https://tourismnewbrunswick.ca/listing/clair-historic-site-clair-historical-society,"Clair Historic Site (Clair Historical Society)
724, RUE PRINCIPALE
CLAIR, New Brunswick E7A 2H4
Canada
https://tourismnewbrunswick.ca/listing/clair-historic-site-clair-historical-society
(506) 992-3637

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Clara Thomas Archives and Special Collections | York University Archives,https://www.library.yorku.ca/web/archives/," 

Clara Thomas Archives and Special Collections | York University Archives
305 SCOTT LIBRARY, 4700 KEELE STREET
TORONTO, Ontario M3J 1P3
Canada
https://www.library.yorku.ca/web/archives/
(416) 736-5442

Notes/Details
Category : Library and/or Archive

Read More
Clarenville Heritage Society
7 STANLEYS CRESCENT
CLARENVILLE, Newfoundland & Labrador A5A 1X6
Canada
http://www.clarenvilleheritage.ca/
(709) 466-7489 | (709) 466-3037

Notes/Details
Category :

Read More
Claresholm & District Museum
5115 - 2ND STREET EAST
CLARESHOLM, Alberta T0L 0T0
Canada
https://www.claresholmmuseum.com/
(403) 625-1742

Notes/Details
Category : Cultural history: Community/Regional

Read More
Clarington Museums and Archives
62 TEMPERANCE STREET
BOWMANVILLE, Ontario L1C 3A8
Canada
https://claringtonmuseums.com/
(905) 623-2734

Notes/Details
Category : Cultural history: Community/Regional Library and/or Archive

Read More
Claybank Brick Plant National Historic Site and Museum
15 KM WEST OF AVONLEA ON HIGHWAY #339
CLAYBANK, Saskatchewan S0H 0W0
Canada
https://claybankbrick.ca/
(306) 868-4774

Notes/Details
Category : Cultural history: Transportation/Industry

Read More
Clayton McLain Memorial Museum
101 HILL STREET
CUT KNIFE, Saskatchewan S0M 0N0
Canada
https://cmmmcutknife.ca/
(306) 398-2345

Notes/Details
Category : Cultural history: Community/Regional

Read More
Climax Community Museum
2ND AVENUE EAST
CLIMAX, Saskatchewan S0N 0N0
Canada
https://www.tourismsaskatchewan.com/listings/785/climax-community-museum-inc
(306) 296-7811

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Indigenous

Read More
Clinton Museum
1419 CARIBOO HIGHWAY
CLINTON, British Columbia V0K 1K0
Canada
https://www.clintonmuseumbc.org/
(250) 459-2442

Notes/Details
Category : Cultural history: Community/Regional

Read More
Coastal Discovery Centre (Main-A-Dieu Community Development Association)
2886 LOUISBOURG MAIN-A-DIEU ROAD
MAIN-A-DIEU, Nova Scotia B1C 1X5
Canada
https://www.coastaldiscoverycentre.ca/
(902) 733-2258

Notes/Details
Category : Cultural history: Maritime

Read More
Coaticook Historical Society
34 , RUE MAIN EST
COATICOOK, Quebec J1A 1N2
Canada
http://societehistoirecoaticook.ca/
(819) 849-1023

Notes/Details
Category :

Read More"
Clara Thomas Archives and Special Collections | York University Archives,https://www.library.yorku.ca/web/archives/,"Clara Thomas Archives and Special Collections | York University Archives
305 SCOTT LIBRARY, 4700 KEELE STREET
TORONTO, Ontario M3J 1P3
Canada
https://www.library.yorku.ca/web/archives/
(416) 736-5442

Notes/Details
Category : Library and/or Archive

Read More"
Clarenville Heritage Society,http://www.clarenvilleheritage.ca/,"Clarenville Heritage Society
7 STANLEYS CRESCENT
CLARENVILLE, Newfoundland & Labrador A5A 1X6
Canada
http://www.clarenvilleheritage.ca/
(709) 466-7489 | (709) 466-3037

Notes/Details
Category :

Read More"
Claresholm & District Museum,https://www.claresholmmuseum.com/,"Claresholm & District Museum
5115 - 2ND STREET EAST
CLARESHOLM, Alberta T0L 0T0
Canada
https://www.claresholmmuseum.com/
(403) 625-1742

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Clarington Museums and Archives,https://claringtonmuseums.com/,"Clarington Museums and Archives
62 TEMPERANCE STREET
BOWMANVILLE, Ontario L1C 3A8
Canada
https://claringtonmuseums.com/
(905) 623-2734

Notes/Details
Category : Cultural history: Community/Regional Library and/or Archive

Read More"
Claybank Brick Plant National Historic Site and Museum,https://claybankbrick.ca/,"Claybank Brick Plant National Historic Site and Museum
15 KM WEST OF AVONLEA ON HIGHWAY #339
CLAYBANK, Saskatchewan S0H 0W0
Canada
https://claybankbrick.ca/
(306) 868-4774

Notes/Details
Category : Cultural history: Transportation/Industry

Read More"
Clayton McLain Memorial Museum,https://cmmmcutknife.ca/,"Clayton McLain Memorial Museum
101 HILL STREET
CUT KNIFE, Saskatchewan S0M 0N0
Canada
https://cmmmcutknife.ca/
(306) 398-2345

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Climax Community Museum,https://www.tourismsaskatchewan.com/listings/785/climax-community-museum-inc,"Climax Community Museum
2ND AVENUE EAST
CLIMAX, Saskatchewan S0N 0N0
Canada
https://www.tourismsaskatchewan.com/listings/785/climax-community-museum-inc
(306) 296-7811

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Indigenous

Read More"
Clinton Museum,https://www.clintonmuseumbc.org/,"Clinton Museum
1419 CARIBOO HIGHWAY
CLINTON, British Columbia V0K 1K0
Canada
https://www.clintonmuseumbc.org/
(250) 459-2442

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Coastal Discovery Centre (Main-A-Dieu Community Development Association),https://www.coastaldiscoverycentre.ca/,"Coastal Discovery Centre (Main-A-Dieu Community Development Association)
2886 LOUISBOURG MAIN-A-DIEU ROAD
MAIN-A-DIEU, Nova Scotia B1C 1X5
Canada
https://www.coastaldiscoverycentre.ca/
(902) 733-2258

Notes/Details
Category : Cultural history: Maritime

Read More"
Coaticook Historical Society,http://societehistoirecoaticook.ca/,"Coaticook Historical Society
34 , RUE MAIN EST
COATICOOK, Quebec J1A 1N2
Canada
http://societehistoirecoaticook.ca/
(819) 849-1023

Notes/Details
Category :

Read More"
Cobalt Mining Museum,https://cobalt.ca/visitors/museums/#tab-1415899045-1-30f7a1-8bcbe34f-0c90," 

Cobalt Mining Museum
24 SILVER STREET
COBALT, Ontario P0J 1C0
Canada
https://cobalt.ca/visitors/museums/#tab-1415899045-1-30f7a1-8bcbe34f-0c90
(705) 679-8301

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Transportation/Industry

Read More
Cochrane Ranche Historic Site
20 BOW VALLEY TRAIL
COCHRANE, Alberta T4C 2K8
Canada
https://www.cochrane-tourism.ca/adventure-directory/historic-cochrane-ranche-site/?utm_source=TravelAlberta-ATIS&utm_medium=TravelAlberta&utm_campaign=ATIS+-+Alberta+Tourism+Information+Service&utm_content=Listing%2f10821%2fen-CA
403-828-8397

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Transportation/Industry

Read More
Colborne Lodge
11 COLBORNE LODGE DRIVE
TORONTO, Ontario M5V 3C6
Canada
https://www.toronto.ca/explore-enjoy/history-art-culture/museums/colborne-lodge/
(416) 392-6916

Notes/Details
Category : Cultural history: Historic House

Read More
Colby-Curtis Museum & Stanstead Historical Society
535 DUFFERIN
STANSTEAD, Quebec J0B 3E0
Canada
https://colbycurtis.ca/fr/
(819) 876-7322

Notes/Details
Category : Cultural history: Community/Regional

Read More
Colchester Historeum (Colchester Historical Society)
29 YOUNG STREET
TRURO, Nova Scotia B2N 3W3
Canada
https://colchesterhistoreum.ca/
(902) 895-9530

Notes/Details
Category : Cultural history: Community/Regional Library and/or Archive

Read More
Cold Lake Air Force Museum
3699 69TH AVENUE
COLD LAKE, Alberta T9M 2C6
Canada
https://www.coldlakemuseums.org/about/air-force-museum/
(780) 594-3546

Notes/Details
Category : Cultural history: Transportation/Industry

Read More
Coldwater Canadiana Heritage Museum
1474 WOODROW ROAD
COLDWATER, Ontario L0K 1E0
Canada
http://www.coldwatermuseum.com/
(705) 955-1930

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Historic House

Read More
Coldwater Mill Heritage Foundation
1 MILL STREET
COLDWATER, Ontario L0K 1E0
Canada
https://coldwatermill.com/
(705) 627-0106

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Transportation/Industry

Read More
Cole Harbour Heritage Farm Museum (Cole Harbour Rural Heritage Society)
471 POPLAR DRIVE
DARTMOUTH, Nova Scotia B2W 4L2
Canada
https://coleharbourfarmmuseum.ca/
(902) 434-0222

Notes/Details
Category : Cultural history: Community/Regional

Read More
Collection entomologique Ouellet-Robert
UNIVERSITÉ DE MONTRÉAL CENTRE SUR LA BIODIVERSITÉ, 4101 RUE SHERBROOKE EST
MONTRÉAL, Quebec H1X 2B2
Canada
http://www.irbv.umontreal.ca/recherche/collections/ouellet-robert?lang=en
(514) 343-2158 | (514) 343-6111 x82703

Notes/Details
Category :

Read More"
Cobalt Mining Museum,https://cobalt.ca/visitors/museums/#tab-1415899045-1-30f7a1-8bcbe34f-0c90,"Cobalt Mining Museum
24 SILVER STREET
COBALT, Ontario P0J 1C0
Canada
https://cobalt.ca/visitors/museums/#tab-1415899045-1-30f7a1-8bcbe34f-0c90
(705) 679-8301

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Transportation/Industry

Read More"
Cochrane Ranche Historic Site,https://www.cochrane-tourism.ca/adventure-directory/historic-cochrane-ranche-site/?utm_source=TravelAlberta-ATIS&utm_medium=TravelAlberta&utm_campaign=ATIS+-+Alberta+Tourism+Information+Service&utm_content=Listing%2f10821%2fen-CA,"Cochrane Ranche Historic Site
20 BOW VALLEY TRAIL
COCHRANE, Alberta T4C 2K8
Canada
https://www.cochrane-tourism.ca/adventure-directory/historic-cochrane-ranche-site/?utm_source=TravelAlberta-ATIS&utm_medium=TravelAlberta&utm_campaign=ATIS+-+Alberta+Tourism+Information+Service&utm_content=Listing%2f10821%2fen-CA
403-828-8397

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Transportation/Industry

Read More"
Colborne Lodge,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/colborne-lodge/,"Colborne Lodge
11 COLBORNE LODGE DRIVE
TORONTO, Ontario M5V 3C6
Canada
https://www.toronto.ca/explore-enjoy/history-art-culture/museums/colborne-lodge/
(416) 392-6916

Notes/Details
Category : Cultural history: Historic House

Read More"
Colby-Curtis Museum & Stanstead Historical Society,https://colbycurtis.ca/fr/,"Colby-Curtis Museum & Stanstead Historical Society
535 DUFFERIN
STANSTEAD, Quebec J0B 3E0
Canada
https://colbycurtis.ca/fr/
(819) 876-7322

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Colchester Historeum (Colchester Historical Society),https://colchesterhistoreum.ca/,"Colchester Historeum (Colchester Historical Society)
29 YOUNG STREET
TRURO, Nova Scotia B2N 3W3
Canada
https://colchesterhistoreum.ca/
(902) 895-9530

Notes/Details
Category : Cultural history: Community/Regional Library and/or Archive

Read More"
Cold Lake Air Force Museum,https://www.coldlakemuseums.org/about/air-force-museum/,"Cold Lake Air Force Museum
3699 69TH AVENUE
COLD LAKE, Alberta T9M 2C6
Canada
https://www.coldlakemuseums.org/about/air-force-museum/
(780) 594-3546

Notes/Details
Category : Cultural history: Transportation/Industry

Read More"
Coldwater Canadiana Heritage Museum,http://www.coldwatermuseum.com/,"Coldwater Canadiana Heritage Museum
1474 WOODROW ROAD
COLDWATER, Ontario L0K 1E0
Canada
http://www.coldwatermuseum.com/
(705) 955-1930

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Historic House

Read More"
Coldwater Mill Heritage Foundation,https://coldwatermill.com/,"Coldwater Mill Heritage Foundation
1 MILL STREET
COLDWATER, Ontario L0K 1E0
Canada
https://coldwatermill.com/
(705) 627-0106

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Transportation/Industry

Read More"
Cole Harbour Heritage Farm Museum (Cole Harbour Rural Heritage Society),https://coleharbourfarmmuseum.ca/,"Cole Harbour Heritage Farm Museum (Cole Harbour Rural Heritage Society)
471 POPLAR DRIVE
DARTMOUTH, Nova Scotia B2W 4L2
Canada
https://coleharbourfarmmuseum.ca/
(902) 434-0222

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Collection entomologique Ouellet-Robert,http://www.irbv.umontreal.ca/recherche/collections/ouellet-robert?lang=en,"Collection entomologique Ouellet-Robert
UNIVERSITÉ DE MONTRÉAL CENTRE SUR LA BIODIVERSITÉ, 4101 RUE SHERBROOKE EST
MONTRÉAL, Quebec H1X 2B2
Canada
http://www.irbv.umontreal.ca/recherche/collections/ouellet-robert?lang=en
(514) 343-2158 | (514) 343-6111 x82703

Notes/Details
Category :

Read More"
Collection patrimoniale de la Sûreté du Québec,https://www.patrimoine.sq.gouv.qc.ca/Collection/," 

Collection patrimoniale de la Sûreté du Québec
1701 PARTHENAIS
MONTRÉAL, Quebec H2K 3S7
Canada
https://www.patrimoine.sq.gouv.qc.ca/Collection/
(514) 596-3616

Notes/Details
Category : Library and/or Archive

Read More
Collection St-Amour
305, RUE PRINCIPALE
UPTON, Quebec J0H 2E0
Canada
https://www.collectionstamour.com/
(450) 446-2261

Notes/Details
Category : Cultural history: Community/Regional

Read More
Collections and Conservation Centre (Museum & Heritage Services)
98 ATLANTIC AVENUE
TORONTO, Ontario M6K 1X9
Canada
https://www.toronto.ca/wp-content/uploads/2017/12/8d67-economic_development_culture.pdf
(416) 392-6964

Notes/Details
Category : Cultural history: Community/Regional Library and/or Archive

Read More
College & Association of Registered Nurses of Alberta Museum and Archives
11620 168 STREET
EDMONTON, Alberta T5M 4A6
Canada
https://albertaonrecord.ca/college-association-of-registered-nurses-of-alberta-museum-and-archives
(780) 453-0534

Notes/Details
Category : Cultural history Library and/or Archive

Read More
Collingwood Museum, The
45 ST PAUL STREET
COLLINGWOOD, Ontario L9Y 3P1
Canada
https://www.collingwood.ca/culture-recreation-events/heritage-museum/collingwood-museum
(705) 445-4811

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Transportation/Industry

Read More
Colony of Avalon Foundation
1 THE POOL ROAD
FERRYLAND, Newfoundland & Labrador A0A 2H0
Canada
http://colonyofavalon.ca/
(709) 432-3200

Notes/Details
Category : Cultural history: Community/Regional

Read More
Columbia Basin Institute of Regional History
105-105 9TH AVENUE SOUTH
CRANBROOK, British Columbia V1C 2M1
Canada
https://basininstitute.org/home/index.html
(250) 489-9150

Notes/Details
Category :

Read More
Colville Lake Museum
COLVILLE LAKE
COLVILLE LAKE, Northwest Territories X0E 1L0
Canada
https://spectacularnwt.com/attraction/colville-lake-museum
(867) 709-2500

Notes/Details
Category : Cultural history: Community/Regional

Read More
Comber Museum
10405 HIGHWAY 77
COMBER, Ontario N0P 1J0
Canada
https://combermuseum.ca/
(519) 687-3400

Notes/Details
Category : Cultural history: Community/Regional

Read More
Commanda General Store Museum
4077 HIGHWAY 522
COMMANDA, Ontario P0H 1J0
Canada
http://www.commandamuseum.ca/
(705) 729-2113

Notes/Details
Category : Cultural history: Architecture Cultural history: Community/Regional Cultural history: Historic House

Read More"
Collection patrimoniale de la Sûreté du Québec,https://www.patrimoine.sq.gouv.qc.ca/Collection/,"Collection patrimoniale de la Sûreté du Québec
1701 PARTHENAIS
MONTRÉAL, Quebec H2K 3S7
Canada
https://www.patrimoine.sq.gouv.qc.ca/Collection/
(514) 596-3616

Notes/Details
Category : Library and/or Archive

Read More"
Collection St-Amour,https://www.collectionstamour.com/,"Collection St-Amour
305, RUE PRINCIPALE
UPTON, Quebec J0H 2E0
Canada
https://www.collectionstamour.com/
(450) 446-2261

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Collections and Conservation Centre (Museum & Heritage Services),https://www.toronto.ca/wp-content/uploads/2017/12/8d67-economic_development_culture.pdf,"Collections and Conservation Centre (Museum & Heritage Services)
98 ATLANTIC AVENUE
TORONTO, Ontario M6K 1X9
Canada
https://www.toronto.ca/wp-content/uploads/2017/12/8d67-economic_development_culture.pdf
(416) 392-6964

Notes/Details
Category : Cultural history: Community/Regional Library and/or Archive

Read More"
College & Association of Registered Nurses of Alberta Museum and Archives,https://albertaonrecord.ca/college-association-of-registered-nurses-of-alberta-museum-and-archives,"College & Association of Registered Nurses of Alberta Museum and Archives
11620 168 STREET
EDMONTON, Alberta T5M 4A6
Canada
https://albertaonrecord.ca/college-association-of-registered-nurses-of-alberta-museum-and-archives
(780) 453-0534

Notes/Details
Category : Cultural history Library and/or Archive

Read More"
"Collingwood Museum, The",https://www.collingwood.ca/culture-recreation-events/heritage-museum/collingwood-museum,"Collingwood Museum, The
45 ST PAUL STREET
COLLINGWOOD, Ontario L9Y 3P1
Canada
https://www.collingwood.ca/culture-recreation-events/heritage-museum/collingwood-museum
(705) 445-4811

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Transportation/Industry

Read More"
Colony of Avalon Foundation,http://colonyofavalon.ca/,"Colony of Avalon Foundation
1 THE POOL ROAD
FERRYLAND, Newfoundland & Labrador A0A 2H0
Canada
http://colonyofavalon.ca/
(709) 432-3200

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Columbia Basin Institute of Regional History,https://basininstitute.org/home/index.html,"Columbia Basin Institute of Regional History
105-105 9TH AVENUE SOUTH
CRANBROOK, British Columbia V1C 2M1
Canada
https://basininstitute.org/home/index.html
(250) 489-9150

Notes/Details
Category :

Read More"
Colville Lake Museum,https://spectacularnwt.com/attraction/colville-lake-museum,"Colville Lake Museum
COLVILLE LAKE
COLVILLE LAKE, Northwest Territories X0E 1L0
Canada
https://spectacularnwt.com/attraction/colville-lake-museum
(867) 709-2500

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Comber Museum,https://combermuseum.ca/,"Comber Museum
10405 HIGHWAY 77
COMBER, Ontario N0P 1J0
Canada
https://combermuseum.ca/
(519) 687-3400

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Commanda General Store Museum,http://www.commandamuseum.ca/,"Commanda General Store Museum
4077 HIGHWAY 522
COMMANDA, Ontario P0H 1J0
Canada
http://www.commandamuseum.ca/
(705) 729-2113

Notes/Details
Category : Cultural history: Architecture Cultural history: Community/Regional Cultural history: Historic House

Read More"
Commissariat House Provincial Historic Site,https://www.seethesites.ca/the-sites/the-commissariat.html," 

Commissariat House Provincial Historic Site
11 KINGS BRIDGE ROAD
ST. JOHN'S, Newfoundland & Labrador A1C 1S5
Canada
https://www.seethesites.ca/the-sites/the-commissariat.html
(709) 729-6730

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Historic House

Read More
Commission des champs de bataille nationaux
835 WILFRID-LAURIER AVENUE
QUÉBEC, Quebec G1R 2L3
Canada
http://www.theplainsofabraham.ca/en/about-us/commission/
(418) 649-6172

Notes/Details
Category : Cultural history: Military

Read More
Commonwealth Air Training Plan Museum Inc.
300 COMMONWEALTH WAY
BRANDON, Manitoba R7A 5Y5
Canada
http://www.airmuseum.ca/
(204) 727-2444

Notes/Details
Category : Cultural history: Military Cultural history: Transportation/Industry

Read More
Commonwealth Association of Museums
10023 93 STREET
EDMONTON, Alberta T5H 1W6
Canada
http://commonwealtheducation.org/portfolio-items/commonwealth-association-of-museums-cam-2/
(780) 424-2229

Notes/Details
Category :

Read More
Community Arts Council of the Alberni Valley
3061 8TH AVENUE
PORT ALBERNI, British Columbia V9Y 2K5
Canada
https://www.alberniarts.com/
(250) 724-3412

Notes/Details
Category : Art gallery Cultural history: Community/Regional

Read More
Community Museums Association of Prince Edward Island
161 ST. PETERS ROAD
CHARLOTTETOWN, Prince Edward Island C1A 5P6
Canada
https://museumspei.ca/
(902) 892-8837

Notes/Details
Category :

Read More
Community Waterfront Heritage Centre
1155 1ST AVENUE WEST
OWEN SOUND, Ontario N4K 4K8
Canada
http://waterfrontheritage.ca/wordpress/
(519) 371-3333

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Maritime Cultural history: Transportation/Industry

Read More
Comox Air Force Museum
19 WING COMOX
LAZO, British Columbia V0R 2K0
Canada
https://comoxairforcemuseum.ca/
(250) 339-8162

Notes/Details
Category : Cultural history: Transportation/Industry

Read More
Comox Archives & Museum Society
1729 COMOX AVENUE
COMOX, British Columbia V9M 3M2
Canada
http://comoxmuseum.ca/
(250) 339-2885

Notes/Details
Category : Cultural history: Community/Regional Library and/or Archive

Read More
Comox Valley Art Gallery
100-580 DUNCAN AVENUE
COURTENAY, British Columbia V9N 2M7
Canada
https://www.comoxvalleyartgallery.com/
(250) 338-6211

Notes/Details
Category : Art gallery

Read More"
Commissariat House Provincial Historic Site,https://www.seethesites.ca/the-sites/the-commissariat.html,"Commissariat House Provincial Historic Site
11 KINGS BRIDGE ROAD
ST. JOHN'S, Newfoundland & Labrador A1C 1S5
Canada
https://www.seethesites.ca/the-sites/the-commissariat.html
(709) 729-6730

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Historic House

Read More"
Commission des champs de bataille nationaux,http://www.theplainsofabraham.ca/en/about-us/commission/,"Commission des champs de bataille nationaux
835 WILFRID-LAURIER AVENUE
QUÉBEC, Quebec G1R 2L3
Canada
http://www.theplainsofabraham.ca/en/about-us/commission/
(418) 649-6172

Notes/Details
Category : Cultural history: Military

Read More"
Commonwealth Air Training Plan Museum Inc.,http://www.airmuseum.ca/,"Commonwealth Air Training Plan Museum Inc.
300 COMMONWEALTH WAY
BRANDON, Manitoba R7A 5Y5
Canada
http://www.airmuseum.ca/
(204) 727-2444

Notes/Details
Category : Cultural history: Military Cultural history: Transportation/Industry

Read More"
Commonwealth Association of Museums,http://commonwealtheducation.org/portfolio-items/commonwealth-association-of-museums-cam-2/,"Commonwealth Association of Museums
10023 93 STREET
EDMONTON, Alberta T5H 1W6
Canada
http://commonwealtheducation.org/portfolio-items/commonwealth-association-of-museums-cam-2/
(780) 424-2229

Notes/Details
Category :

Read More"
Community Arts Council of the Alberni Valley,https://www.alberniarts.com/,"Community Arts Council of the Alberni Valley
3061 8TH AVENUE
PORT ALBERNI, British Columbia V9Y 2K5
Canada
https://www.alberniarts.com/
(250) 724-3412

Notes/Details
Category : Art gallery Cultural history: Community/Regional

Read More"
Community Museums Association of Prince Edward Island,https://museumspei.ca/,"Community Museums Association of Prince Edward Island
161 ST. PETERS ROAD
CHARLOTTETOWN, Prince Edward Island C1A 5P6
Canada
https://museumspei.ca/
(902) 892-8837

Notes/Details
Category :

Read More"
Community Waterfront Heritage Centre,http://waterfrontheritage.ca/wordpress/,"Community Waterfront Heritage Centre
1155 1ST AVENUE WEST
OWEN SOUND, Ontario N4K 4K8
Canada
http://waterfrontheritage.ca/wordpress/
(519) 371-3333

Notes/Details
Category : Cultural history: Community/Regional Cultural history: Maritime Cultural history: Transportation/Industry

Read More"
Comox Air Force Museum,https://comoxairforcemuseum.ca/,"Comox Air Force Museum
19 WING COMOX
LAZO, British Columbia V0R 2K0
Canada
https://comoxairforcemuseum.ca/
(250) 339-8162

Notes/Details
Category : Cultural history: Transportation/Industry

Read More"
Comox Archives & Museum Society,http://comoxmuseum.ca/,"Comox Archives & Museum Society
1729 COMOX AVENUE
COMOX, British Columbia V9M 3M2
Canada
http://comoxmuseum.ca/
(250) 339-2885

Notes/Details
Category : Cultural history: Community/Regional Library and/or Archive

Read More"
Comox Valley Art Gallery,https://www.comoxvalleyartgallery.com/,"Comox Valley Art Gallery
100-580 DUNCAN AVENUE
COURTENAY, British Columbia V9N 2M7
Canada
https://www.comoxvalleyartgallery.com/
(250) 338-6211

Notes/Details
Category : Art gallery

Read More"
Comox Valley Community Arts Council,https://www.comoxvalleyarts.com/," 

Comox Valley Community Arts Council
202-580 DUNCAN AVENUE
COURTENAY, British Columbia V9N 2M7
Canada
https://www.comoxvalleyarts.com/
(250) 334-2983

Notes/Details
Category :

Read More
Conception Bay Museum
1 WATER STREET WEST
HARBOUR GRACE, Newfoundland & Labrador A0A 2M0
Canada
https://conceptionbaymuseum.com/
(709) 596-5465

Notes/Details
Category : Cultural history: Community/Regional

Read More
Concordia University Records Management and Archives
1455 DE MAISONEUVE BOULEVARD
MONTRÉAL, Quebec H3G 1M8
Canada
http://www.concordia.ca/offices/archives.html
(514) 848-2424 x7775

Notes/Details
Category : Library and/or Archive

Read More
Confederation Centre Art Gallery and Museum
145 RICHMOND STREET
CHARLOTTETOWN, Prince Edward Island C1A 1J1
Canada
https://confederationcentre.com/whats-on/categories/art-gallery/
(902) 566-1267 

Notes/Details
Category : Art gallery: Historic Art gallery: Contemporary

Read More
Connexion Artist-Run Centre
732 CHARLOTTE STREET, ROOM 133 (LEVEL 1)
FREDERICTON, New Brunswick E3B 1M5
Canada
https://connexionarc.org/about/
(506) 478-4484

Notes/Details
Category : Art gallery: Contemporary

Read More
Consul Museum
BOX 144
CONSUL, Saskatchewan S0N 0P0
Canada
https://consulmuseum.ca/
(306) 299-4493

Notes/Details
Category : Cultural history: Community/Regional

Read More
Contemporary Art Gallery
555 NELSON STREET
VANCOUVER, British Columbia V6B 6R5
Canada
https://www.contemporaryartgallery.ca/
(604) 681-2700

Notes/Details
Category : Art gallery: Contemporary

Read More
Contemporary Calgary
710 11 STREET SOUTHWEST
CALGARY, Alberta T2P 1B4
Canada
https://www.contemporarycalgary.com/
(403) 770-1350

Notes/Details
Category : Art gallery: Contemporary

Read More
Cook's Creek Heritage Museum
68148 COOKS CREEK ROAD 30E
DUGALD, Manitoba R0E 0K0
Canada
http://www.cchm.ca/
(204) 444-4448

Notes/Details
Category : Cultural history: Community/Regional

Read More
Copper Cliff Museum
38 BALSAM STREET
COPPER CLIFF, Ontario P3A 3B7
Canada
http://www.sudburymuseums.ca/index.cfm?app=w_vmuseum&lang=en&currID=11146&parID=11134
(705) 671-2489 x4152

Notes/Details
Category : Cultural history: Community/Regional

Read More"
Comox Valley Community Arts Council,https://www.comoxvalleyarts.com/,"Comox Valley Community Arts Council
202-580 DUNCAN AVENUE
COURTENAY, British Columbia V9N 2M7
Canada
https://www.comoxvalleyarts.com/
(250) 334-2983

Notes/Details
Category :

Read More"
Conception Bay Museum,https://conceptionbaymuseum.com/,"Conception Bay Museum
1 WATER STREET WEST
HARBOUR GRACE, Newfoundland & Labrador A0A 2M0
Canada
https://conceptionbaymuseum.com/
(709) 596-5465

Notes/Details
Category : Cultural history: Community/Regional

Read More"
